TE	tissue	strainTE	effect	strainBreakpoint	epigeneticEffect	histone.x	spread	average	frequency	problem	threshold	histone
3R_12718404_12718406_jockey	head	MUN-016	depletion	TOM-007	1	H3K9me3	1	-17.298	1	N	threshold=1	bivalent
3R_12718404_12718406_jockey	ovary	MUN-016	mix	AKA-017	1	H3K27ac	1	32.147	1	N	threshold=1	H3K27ac_increment;H3K9me3_depletion;
3R_12718404_12718406_jockey	ovary	MUN-016	mix	JUT-011	1	H3K27ac	1	36.538	1	N	threshold=1	H3K27ac_increment;H3K9me3_depletion;
3R_12718404_12718406_jockey	ovary	MUN-016	mix	SLA-001	1	H3K27ac	1	49.997	1	N	threshold=1	H3K27ac_increment;H3K9me3_depletion;
3R_12718404_12718406_jockey	ovary	MUN-016	mix	AKA-017	1	H3K9me3	1	-8.269	1	N	consistent	H3K27ac_increment;H3K9me3_depletion;
3R_12718404_12718406_jockey	ovary	MUN-016	mix	JUT-011	1	H3K9me3	1	-24.226	1	N	consistent	H3K27ac_increment;H3K9me3_depletion;
3R_12718404_12718406_jockey	ovary	MUN-016	mix	SLA-001	1	H3K9me3	1	-25.321	1	N	consistent	H3K27ac_increment;H3K9me3_depletion;
3R_12718404_12718406_jockey	ovary	MUN-016	mix	TOM-007	1	H3K9me3	1	-29.902	1	N	consistent	H3K27ac_increment;H3K9me3_depletion;
3R_12767061_12767061_412	gut	TOM-007	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_12767061_12767061_412	gut	TOM-007	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_12767061_12767061_412	gut	TOM-007	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_12767061_12767061_412	gut	TOM-007	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_12767061_12767061_412	gut	TOM-007	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_12767061_12767061_412	gut	TOM-007	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_12767061_12767061_412	head	TOM-007	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_12767061_12767061_412	head	TOM-007	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_12767061_12767061_412	head	TOM-007	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_12767061_12767061_412	ovary	TOM-007	increment	AKA-017	1	H3K9me3	2	67.426	1	N	threshold=1	H3K9me3
3R_12767061_12767061_412	ovary	TOM-007	increment	JUT-011	1	H3K9me3	2	37.148	1	N	threshold=1	H3K9me3
3R_12767061_12767061_412	ovary	TOM-007	increment	SLA-001	1	H3K9me3	4	55.26	1	N	threshold=1	H3K9me3
3R_12768073_12768075_Burdock	gut	MUN-016	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_12768073_12768075_Burdock	gut	MUN-016	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_12768073_12768075_Burdock	gut	MUN-016	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_12768073_12768075_Burdock	gut	MUN-016	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_12768073_12768075_Burdock	head	MUN-016	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_12768073_12768075_Burdock	head	MUN-016	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_12768073_12768075_Burdock	head	MUN-016	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_12768073_12768075_Burdock	ovary	MUN-016	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_12768073_12768075_Burdock	ovary	MUN-016	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_12768073_12768075_Burdock	ovary	MUN-016	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_12773739_12773739_Doc	gut	AKA-017	increment	JUT-011	1	H3K27ac	11	54.718	1	N	consistent	H3K27ac
3R_12773739_12773739_Doc	gut	AKA-017	increment	MUN-016	1	H3K27ac	11	88.77	1	N	consistent	H3K27ac
3R_12773739_12773739_Doc	gut	AKA-017	increment	SLA-001	1	H3K27ac	11	73.788	1	N	consistent	H3K27ac
3R_12773739_12773739_Doc	gut	AKA-017	increment	TOM-007	1	H3K27ac	11	90.412	1	N	consistent	H3K27ac
3R_12773739_12773739_Doc	gut	AKA-017	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_12773739_12773739_Doc	gut	AKA-017	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_12773739_12773739_Doc	gut	AKA-017	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_12773739_12773739_Doc	gut	AKA-017	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_12773739_12773739_Doc	head	AKA-017	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_12773739_12773739_Doc	head	AKA-017	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_12773739_12773739_Doc	head	AKA-017	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_12773739_12773739_Doc	ovary	AKA-017	increment	JUT-011	1	H3K9me3	2	54.346	1	N	consistent	H3K9me3
3R_12773739_12773739_Doc	ovary	AKA-017	increment	MUN-016	1	H3K9me3	8	65.917	1	N	consistent	H3K9me3
3R_12773739_12773739_Doc	ovary	AKA-017	increment	SLA-001	1	H3K9me3	1	61.885	1	N	consistent	H3K9me3
3R_12773739_12773739_Doc	ovary	AKA-017	increment	TOM-007	1	H3K9me3	2	66.667	1	N	consistent	H3K9me3
3R_12773739_12773739_Doc	ovary	AKA-017	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_12773739_12773739_Doc	ovary	AKA-017	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_12773739_12773739_Doc	ovary	AKA-017	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_12875091_12875091_H	gut	JUT-011	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_12875091_12875091_H	gut	JUT-011	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_12875091_12875091_H	gut	JUT-011	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_12875091_12875091_H	gut	JUT-011	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_12875091_12875091_H	gut	JUT-011	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_12875091_12875091_H	gut	JUT-011	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_12875091_12875091_H	gut	JUT-011	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_12875091_12875091_H	gut	JUT-011	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_12875091_12875091_H	head	JUT-011	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_12875091_12875091_H	head	JUT-011	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_12875091_12875091_H	head	JUT-011	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_12875091_12875091_H	head	JUT-011	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_12875091_12875091_H	head	JUT-011	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_12875091_12875091_H	head	JUT-011	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_12875091_12875091_H	head	JUT-011	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_12875091_12875091_H	ovary	JUT-011	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_12875091_12875091_H	ovary	JUT-011	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_12875091_12875091_H	ovary	JUT-011	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_12877843_12877846_mdg1	gut	SLA-001	noEnrichment	AKA-017	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_12877843_12877846_mdg1	gut	SLA-001	noEnrichment	JUT-011	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_12877843_12877846_mdg1	gut	SLA-001	noEnrichment	MUN-016	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_12877843_12877846_mdg1	gut	TOM-007	noEnrichment	AKA-017	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_12877843_12877846_mdg1	gut	TOM-007	noEnrichment	JUT-011	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_12877843_12877846_mdg1	gut	TOM-007	noEnrichment	MUN-016	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_12877843_12877846_mdg1	head	SLA-001	noEnrichment	AKA-017	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_12877843_12877846_mdg1	head	SLA-001	noEnrichment	JUT-011	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_12877843_12877846_mdg1	head	SLA-001	noEnrichment	MUN-016	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_12877843_12877846_mdg1	head	TOM-007	noEnrichment	AKA-017	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_12877843_12877846_mdg1	head	TOM-007	noEnrichment	JUT-011	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_12877843_12877846_mdg1	head	TOM-007	noEnrichment	MUN-016	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_12894200_12894203_blood	gut	SLA-001	noEnrichment	AKA-017	0	H3K9me3	0	0	2	N	threshold=1_noEnrichment	H3K9me3
3R_12894200_12894203_blood	gut	SLA-001	noEnrichment	MUN-016	0	H3K9me3	0	0	2	N	threshold=1_noEnrichment	H3K9me3
3R_12894200_12894203_blood	gut	TOM-007	noEnrichment	AKA-017	0	H3K9me3	0	0	2	N	threshold=1_noEnrichment	H3K9me3
3R_12894200_12894203_blood	gut	TOM-007	noEnrichment	JUT-011	0	H3K9me3	0	0	2	N	threshold=1_noEnrichment	H3K9me3
3R_12894200_12894203_blood	gut	TOM-007	noEnrichment	MUN-016	0	H3K9me3	0	0	2	N	threshold=1_noEnrichment	H3K9me3
3R_12919285_12919285_Copia	gut	AKA-017	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_12919285_12919285_Copia	gut	AKA-017	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_12919285_12919285_Copia	gut	AKA-017	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_12919285_12919285_Copia	gut	AKA-017	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_12919285_12919285_Copia	gut	AKA-017	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_12919285_12919285_Copia	gut	AKA-017	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_12919285_12919285_Copia	head	AKA-017	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_12919285_12919285_Copia	head	AKA-017	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_12919285_12919285_Copia	head	AKA-017	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_12919285_12919285_Copia	head	AKA-017	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_12919285_12919285_Copia	head	AKA-017	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_12919285_12919285_Copia	head	AKA-017	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_12919285_12919285_Copia	head	AKA-017	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_12919285_12919285_Copia	ovary	AKA-017	increment	JUT-011	1	H3K9me3	1	44.348	1	N	consistent	H3K9me3
3R_12919285_12919285_Copia	ovary	AKA-017	increment	MUN-016	1	H3K9me3	4	59.074	1	N	consistent	H3K9me3
3R_12919285_12919285_Copia	ovary	AKA-017	increment	SLA-001	1	H3K9me3	3	41.953	1	N	consistent	H3K9me3
3R_12919285_12919285_Copia	ovary	AKA-017	increment	TOM-007	1	H3K9me3	1	63.627	1	N	consistent	H3K9me3
3R_12973817_12973817_hopper	gut	AKA-017	increment	MUN-016	1	H3K27ac	6	21.599	1	N	threshold=1	H3K27ac
3R_12973817_12973817_hopper	gut	AKA-017	increment	SLA-001	1	H3K27ac	7	40.71	1	N	threshold=1	H3K27ac
3R_12973817_12973817_hopper	gut	AKA-017	increment	TOM-007	1	H3K27ac	1	22.312	1	N	threshold=1	H3K27ac
3R_12973817_12973817_hopper	gut	AKA-017	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_12973817_12973817_hopper	gut	AKA-017	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_12973817_12973817_hopper	gut	AKA-017	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_12973817_12973817_hopper	head	AKA-017	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_12973817_12973817_hopper	head	AKA-017	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_12973817_12973817_hopper	head	AKA-017	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_12973817_12973817_hopper	ovary	AKA-017	increment	JUT-011	1	H3K27ac	2	23.477	1	N	threshold=1	bivalent
3R_12973817_12973817_hopper	ovary	AKA-017	increment	SLA-001	1	H3K27ac	2	29.768	1	N	threshold=1	bivalent
3R_12973817_12973817_hopper	ovary	AKA-017	increment	TOM-007	1	H3K27ac	2	22.901	1	N	threshold=1	bivalent
3R_12973817_12973817_hopper	ovary	AKA-017	increment	JUT-011	1	H3K9me3	3	82.225	1	N	consistent	bivalent
3R_12973817_12973817_hopper	ovary	AKA-017	increment	MUN-016	1	H3K9me3	6	87.65	1	N	consistent	bivalent
3R_12973817_12973817_hopper	ovary	AKA-017	increment	SLA-001	1	H3K9me3	3	81.415	1	N	consistent	bivalent
3R_12973817_12973817_hopper	ovary	AKA-017	increment	TOM-007	1	H3K9me3	2	94.778	1	N	consistent	bivalent
3R_12983335_12983335_roo	gut	AKA-017	depletion	JUT-011	1	H3K27ac	3	-38.195	1	N	consistent	bivalent
3R_12983335_12983335_roo	gut	AKA-017	depletion	MUN-016	1	H3K27ac	2	-42.245	1	N	consistent	bivalent
3R_12983335_12983335_roo	gut	AKA-017	depletion	SLA-001	1	H3K27ac	2	-28.671	1	N	consistent	bivalent
3R_12983335_12983335_roo	gut	AKA-017	depletion	TOM-007	1	H3K27ac	2	-39.179	1	N	consistent	bivalent
3R_12983335_12983335_roo	gut	AKA-017	depletion	MUN-016	1	H3K9me3	1	-17.307	1	N	threshold=1	bivalent
3R_12983335_12983335_roo	gut	AKA-017	depletion	SLA-001	1	H3K9me3	1	-20.649	1	N	threshold=1	bivalent
3R_12983335_12983335_roo	gut	AKA-017	depletion	TOM-007	1	H3K9me3	1	-12.046	1	N	threshold=1	bivalent
3R_12983335_12983335_roo	head	AKA-017	increment	MUN-016	1	H3K9me3	3	64.736	1	N	threshold=1	H3K9me3
3R_12983335_12983335_roo	head	AKA-017	increment	SLA-001	1	H3K9me3	3	74.919	1	N	threshold=1	H3K9me3
3R_12983335_12983335_roo	head	AKA-017	increment	TOM-007	1	H3K9me3	3	20.446	1	N	threshold=1	H3K9me3
3R_12983335_12983335_roo	ovary	AKA-017	mix	JUT-011	1	H3K27ac	1	-23.075	1	N	threshold=1	H3K27ac_depletion;H3K9me3_increment;
3R_12983335_12983335_roo	ovary	AKA-017	mix	MUN-016	1	H3K27ac	3	-40.212	1	N	threshold=1	H3K27ac_depletion;H3K9me3_increment;
3R_12983335_12983335_roo	ovary	AKA-017	mix	TOM-007	1	H3K27ac	1	-25.326	1	N	threshold=1	H3K27ac_depletion;H3K9me3_increment;
3R_12983335_12983335_roo	ovary	AKA-017	mix	JUT-011	1	H3K9me3	1	41.436	1	N	threshold=1	H3K27ac_depletion;H3K9me3_increment;
3R_12983335_12983335_roo	ovary	AKA-017	mix	MUN-016	1	H3K9me3	1	70.172	1	N	threshold=1	H3K27ac_depletion;H3K9me3_increment;
3R_12983335_12983335_roo	ovary	AKA-017	mix	SLA-001	1	H3K9me3	1	81.453	1	N	threshold=1	H3K27ac_depletion;H3K9me3_increment;
3R_12993410_12993410_Gypsy-2_Dsim	gut	SLA-001	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_12993410_12993410_Gypsy-2_Dsim	gut	SLA-001	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_12993410_12993410_Gypsy-2_Dsim	gut	SLA-001	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_12993410_12993410_Gypsy-2_Dsim	head	SLA-001	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_12993410_12993410_Gypsy-2_Dsim	head	SLA-001	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_12993410_12993410_Gypsy-2_Dsim	head	SLA-001	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_12993410_12993410_Gypsy-2_Dsim	head	SLA-001	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_12993410_12993410_Gypsy-2_Dsim	head	SLA-001	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_12993410_12993410_Gypsy-2_Dsim	head	SLA-001	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_12993410_12993410_Gypsy-2_Dsim	head	SLA-001	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_12993410_12993410_Gypsy-2_Dsim	head	SLA-001	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_12993410_12993410_Gypsy-2_Dsim	ovary	SLA-001	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_12993410_12993410_Gypsy-2_Dsim	ovary	SLA-001	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_12993410_12993410_Gypsy-2_Dsim	ovary	SLA-001	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13047629_13047629_HMS-Beagle	gut	AKA-017	depletion	JUT-011	1	H3K27ac	2	-100	1	N	threshold=1	bivalent
3R_13047629_13047629_HMS-Beagle	gut	AKA-017	depletion	MUN-016	1	H3K27ac	2	-100	1	N	threshold=1	bivalent
3R_13047629_13047629_HMS-Beagle	gut	AKA-017	depletion	SLA-001	1	H3K27ac	2	-100	1	N	threshold=1	bivalent
3R_13047629_13047629_HMS-Beagle	gut	AKA-017	depletion	JUT-011	1	H3K9me3	2	-100	1	N	threshold=1	bivalent
3R_13047629_13047629_HMS-Beagle	gut	AKA-017	depletion	MUN-016	1	H3K9me3	2	-100	1	N	threshold=1	bivalent
3R_13047629_13047629_HMS-Beagle	gut	AKA-017	depletion	SLA-001	1	H3K9me3	2	-100	1	N	threshold=1	bivalent
3R_13047629_13047629_HMS-Beagle	head	AKA-017	depletion	JUT-011	1	H3K27ac	2	-100	1	N	threshold=1	bivalent
3R_13047629_13047629_HMS-Beagle	head	AKA-017	depletion	MUN-016	1	H3K27ac	2	-100	1	N	threshold=1	bivalent
3R_13047629_13047629_HMS-Beagle	head	AKA-017	depletion	SLA-001	1	H3K27ac	2	-100	1	N	threshold=1	bivalent
3R_13047629_13047629_HMS-Beagle	head	AKA-017	depletion	JUT-011	1	H3K9me3	2	-100	1	N	threshold=1	bivalent
3R_13047629_13047629_HMS-Beagle	head	AKA-017	depletion	MUN-016	1	H3K9me3	2	-100	1	N	threshold=1	bivalent
3R_13047629_13047629_HMS-Beagle	head	AKA-017	depletion	SLA-001	1	H3K9me3	2	-100	1	N	threshold=1	bivalent
3R_13047629_13047629_HMS-Beagle	ovary	AKA-017	depletion	JUT-011	1	H3K27ac	2	-100	1	N	threshold=1	bivalent
3R_13047629_13047629_HMS-Beagle	ovary	AKA-017	depletion	MUN-016	1	H3K27ac	2	-100	1	N	threshold=1	bivalent
3R_13047629_13047629_HMS-Beagle	ovary	AKA-017	depletion	SLA-001	1	H3K27ac	2	-100	1	N	threshold=1	bivalent
3R_13047629_13047629_HMS-Beagle	ovary	AKA-017	depletion	JUT-011	1	H3K9me3	2	-100	1	N	threshold=1	bivalent
3R_13047629_13047629_HMS-Beagle	ovary	AKA-017	depletion	MUN-016	1	H3K9me3	2	-100	1	N	threshold=1	bivalent
3R_13047629_13047629_HMS-Beagle	ovary	AKA-017	depletion	SLA-001	1	H3K9me3	2	-100	1	N	threshold=1	bivalent
3R_13119006_13119006_blood	gut	JUT-011	increment	AKA-017	1	H3K9me3	2	28.624	1	N	threshold=1	H3K9me3
3R_13119006_13119006_blood	gut	JUT-011	increment	SLA-001	1	H3K9me3	1	29.388	1	N	threshold=1	H3K9me3
3R_13119006_13119006_blood	gut	JUT-011	increment	TOM-007	1	H3K9me3	1	23.756	1	N	threshold=1	H3K9me3
3R_13119006_13119006_blood	head	JUT-011	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13119006_13119006_blood	head	JUT-011	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13119006_13119006_blood	head	JUT-011	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13119006_13119006_blood	ovary	JUT-011	increment	AKA-017	1	H3K9me3	2	45.922	1	N	consistent	H3K9me3
3R_13119006_13119006_blood	ovary	JUT-011	increment	MUN-016	1	H3K9me3	20	92.336	1	N	consistent	H3K9me3
3R_13119006_13119006_blood	ovary	JUT-011	increment	SLA-001	1	H3K9me3	4	109.808	1	N	consistent	H3K9me3
3R_13119006_13119006_blood	ovary	JUT-011	increment	TOM-007	1	H3K9me3	1	37.314	1	N	consistent	H3K9me3
3R_13203041_13203047_roo	gut	MUN-016	increment	AKA-017	1	H3K9me3	1	32.969	1	N	consistent	H3K9me3
3R_13203041_13203047_roo	gut	MUN-016	increment	JUT-011	1	H3K9me3	1	33.734	1	N	consistent	H3K9me3
3R_13203041_13203047_roo	gut	MUN-016	increment	SLA-001	1	H3K9me3	1	34.485	1	N	consistent	H3K9me3
3R_13203041_13203047_roo	gut	MUN-016	increment	TOM-007	1	H3K9me3	1	50.249	1	N	consistent	H3K9me3
3R_13203041_13203047_roo	head	MUN-016	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_13203041_13203047_roo	head	MUN-016	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_13203041_13203047_roo	head	MUN-016	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_13203041_13203047_roo	head	MUN-016	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_13203041_13203047_roo	head	MUN-016	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13203041_13203047_roo	head	MUN-016	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13203041_13203047_roo	head	MUN-016	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13203041_13203047_roo	ovary	MUN-016	depletion	AKA-017	1	H3K9me3	7	-14.561	1	N	threshold=1	H3K9me3
3R_13203041_13203047_roo	ovary	MUN-016	depletion	SLA-001	1	H3K9me3	1	-15.372	1	N	threshold=1	H3K9me3
3R_13203041_13203047_roo	ovary	MUN-016	depletion	TOM-007	1	H3K9me3	16	-8.68	1	N	threshold=1	H3K9me3
3R_13203041_13203047_roo	ovary	MUN-016	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13203041_13203047_roo	ovary	MUN-016	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13203041_13203047_roo	ovary	MUN-016	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13230835_13230835_Tirant	gut	SLA-001	depletion	AKA-017	1	H3K27ac	1	-30.296	1	N	consistent	H3K27ac
3R_13230835_13230835_Tirant	gut	SLA-001	depletion	JUT-011	1	H3K27ac	1	-28.724	1	N	consistent	H3K27ac
3R_13230835_13230835_Tirant	gut	SLA-001	depletion	MUN-016	1	H3K27ac	1	-20.523	1	N	consistent	H3K27ac
3R_13230835_13230835_Tirant	gut	SLA-001	depletion	TOM-007	1	H3K27ac	1	-21.477	1	N	consistent	H3K27ac
3R_13230835_13230835_Tirant	gut	SLA-001	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
